tag,cv_macro_f1
mc_s42_base,0.4948404219712135
mc_s42_lr08,0.49468731699764257
mc_s42_lr12,0.4944285124058211
mc_s52_base,0.49470520115555344
mc_s52_lr08,0.49448901884161833
mc_s52_lr12,0.4943643176262153
ova_s42,0.49487275845125145
ova_s52,0.4945085956323899
